#! FIELDS ome9 ffw9 dffw9_ome9
#! SET normalisation  1.000000
#! SET min_ome9 -pi
#! SET max_ome9 pi
#! SET nbins_ome9  50
#! SET periodic_ome9 true
 -3.141593 -13.506069 12.136510
 -3.015929 -10.694536 31.438097
 -2.890265 -6.742993 24.162043
 -2.764602 -4.737689 12.609913
 -2.638938 -2.465276 23.429626
 -2.513274 0.767752 26.765397
 -2.387610 4.159717 21.776618
 -2.261947 4.331830 -14.872386
 -2.136283 2.872079 -3.010197
 -2.010619 4.194906 24.976868
 -1.884956 9.198990 53.762742
 -1.759292 15.960233 34.865856
 -1.633628 17.119851 -4.540293
 -1.507964 16.673142 -1.435803
 -1.382301 15.005116 -27.223376
 -1.256637 12.074320 -16.125796
 -1.130973 9.797918 -25.847833
 -1.005310 6.575785 -19.403724
 -0.879646 5.111412 -7.397925
 -0.753982 3.405812 -23.898611
 -0.628319 -0.530185 -32.762258
 -0.502655 -3.910375 -20.118899
 -0.376991 -5.704398 -9.955126
 -0.251327 -6.801029 -8.031600
 -0.125664 -7.688952 -6.525103
 0.000000 -8.624598 -7.872716
 0.125664 -9.272513 -1.281040
 0.251327 -8.912915 6.410532
 0.376991 -7.858767 9.754990
 0.502655 -6.461224 13.121022
 0.628319 -4.246956 23.003856
 0.753982 -0.801729 29.535607
 0.879646 3.019521 32.022226
 1.005310 7.576251 38.415384
 1.130973 11.704109 20.696641
 1.256637 12.680590 -2.048595
 1.382301 12.016455 -9.673193
 1.507964 10.594014 -8.117084
 1.633628 10.298199 -4.543893
 1.759292 7.545327 -27.316824
 1.884956 5.729184 0.325663
 2.010619 7.695231 30.227296
 2.136283 10.511155 -20.596665
 2.261947 4.818681 -48.043575
 2.387610 -0.372707 -34.711975
 2.513274 -4.255797 -28.513800
 2.638938 -7.599354 -24.544052
 2.764602 -10.461231 -20.818134
 2.890265 -12.677541 -13.964884
 3.015929 -13.886963 -4.608167
