#! FIELDS ome3 ffw3 dffw3_ome3
#! SET normalisation  1.000000
#! SET min_ome3 -pi
#! SET max_ome3 pi
#! SET nbins_ome3  50
#! SET periodic_ome3 true
 -3.141593 -13.299078 16.667057
 -3.015929 -10.467799 24.995189
 -2.890265 -8.044768 13.039518
 -2.764602 -6.494024 13.708379
 -2.638938 -4.106079 25.751056
 -2.513274 0.140388 40.352668
 -2.387610 5.031203 30.785420
 -2.261947 7.878149 18.964683
 -2.136283 9.959673 -2.883521
 -2.010619 6.601613 -28.199992
 -1.884956 4.816743 0.682788
 -1.759292 6.827252 31.289269
 -1.633628 12.480512 54.399875
 -1.507964 15.028524 -35.331845
 -1.382301 10.060781 -32.533446
 -1.256637 7.742301 -3.856066
 -1.130973 9.075096 24.540501
 -1.005310 13.164036 28.835544
 -0.879646 12.614488 -23.993271
 -0.753982 8.897431 -39.012688
 -0.628319 3.617537 -38.524769
 -0.502655 -0.138328 -21.989613
 -0.376991 -2.553618 -18.632562
 -0.251327 -4.613605 -12.666838
 -0.125664 -5.948085 -10.064669
 0.000000 -6.951774 -4.277322
 0.125664 -6.950986 3.591375
 0.251327 -6.248315 7.045287
 0.376991 -5.091356 12.208047
 0.502655 -3.468536 9.096294
 0.628319 -2.968894 5.292776
 0.753982 -0.854660 30.102307
 0.879646 4.609868 54.628316
 1.005310 9.226417 -13.600145
 1.130973 5.711802 -21.993964
 1.256637 4.785206 7.432115
 1.382301 7.332220 30.203526
 1.507964 11.122608 26.123653
 1.633628 12.928293 -3.945215
 1.759292 11.362038 -12.311525
 1.884956 11.001799 6.316705
 2.010619 10.796683 -19.264825
 2.136283 8.020203 -18.410770
 2.261947 5.888545 -20.362795
 2.387610 2.079188 -38.255371
 2.513274 -2.622155 -33.707369
 2.638938 -6.541255 -31.672770
 2.764602 -10.686247 -30.905519
 2.890265 -13.600561 -14.582529
 3.015929 -14.408965 1.217022
