197.235	211.182
207.242	207.037
212.167	194.802
217.366	198.488
193.319	195.742
204.934	208.209
201.178	197.622
203.076	186.248
208.792	202.141
199.858	203.142
205.782	206.559
200.755	202.809
179.662	192.413
219.412	205.33
195.921	206.314
201.032	192.531
209.243	196.167
223.578	181.274
223.852	198.434
198.932	192.032
196.722	179.880
193.79	190.298
202.968	186.4
230.032	195.233
205.996	199.243
190.843	186.458
172.766	183.836
184.884	197.669
164.609	190.26
186.209	189.143
176.472	191.143
172.078	191.954
186.903	194.724
186.453	194.758
184.519	181.275
184.556	173.104
192.16	204.499
184.318	201.892
200.15	198.668
200.292	175.351
180.098	189.955
182.723	198.076
192.678	191.824
179.834	208.259
174.816	193.69
184.783	201.929
174.772	203.129
192.266	211.589
171.568	186.656
182.256	186.382
177.863	190.094
171.336	207.863
182.548	198.432
186.809	191.568
193.176	194.523
210.158	207.249
216.3	207.491
210.142	212.294
207.95	202.799
219.462	197.792
200.9	190.009
204.547	195.423
199.45	192.929
180.338	197.269
200.59	197.03
171.071	190.916
213.813	198.469
198.135	214.759
188.845	193.737
179.945	198.69
200.139	202.106
185.117	185.547
168.074	201.718
181.584	196.285
195.977	190.991
185.652	177.328
178.807	182.628
185.8	189.935
213.08	189.879
222.55	196.369
183.669	179.211
195.835	177.130
185.558	202.775
207.638	196.788
196.783	199.194
204.6	203.135
197.152	188.107
189.319	199.703
187.317	206.059
200.916	203.278
188.941	198.466
199.369	200.92
218.089	200.237
196.148	200.021
211.797	205.954
189.886	202.438
178.302	188.455
190.371	186.554
191.069	193.053
185.889	199.339
195.892	200.143
185.639	193.839
187.133	186.281
197.363	202.914
190.869	181.521
185.519	183.525
194.337	193.344
190.131	188.91
195.348	186.974
204.513	196.032
205.781	188.718
231.355	190.923
187.54	199.298
196.066	187.359
208.756	174.164
197.175	199.978
215.978	188.942
183.138	212.377
190.107	205.612
217.759	181.011
197.228	186.956
187.858	198.753
192.793	185.751
199.433	189.143
188.283	187.944
183.983	193.165
194.043	187.611
183.591	191.38
194.774	191.089
221.114	197.696
194.177	183.95
217.756	192.248
211.109	197.985
199.43	195.769
200.744	196.837
199.531	197.112
162.358	192.049
170.507	193.919
192.645	196.572
181.073	177.735
185.861	200.333
163.759	187.961
160.774	197.664
175.322	193.614
162.537	205.916
185.92	202.4
176.847	196.821
170.549	197.39
158.165	209.928
173.240	201.947
154.840	195.796
155.123	204.726
145.736	181.32
157.899	199.292
173.118	204.67
149.852	195.94
149.752	199.6
154.737	191.485
181.618	193.758
156.130	201.169
154.441	202.286
154.035	191.473
161.866	181.365
164.172	211.712
159.858	202.455
156.339	190.396
152.695	198.597
154.682	187.994
144.055	206.387
148.382	201.773
147.116	194.171
146.917	198.683
156.184	189.905
143.934	197.14
147.082	195.608
156.222	171.606
160.025	182.663
140.533	185.81
161.356	186.656
161.332	192.078
153.005	192.438
137.872	184.766
150.988	189.378
155.017	182.94
151.542	188.831
162.593	183.852
138.865	214.007
173.829	197.284
158.593	194.7
163.369	201.577
134.464	193.095
151.685	190.942
147.834	203.447
141.900	196.26
154.310	186.036
157.279	183.361
154.431	177.704
160.915	178.512
157.308	204.258
176.729	183.32
138.762	184.479
130.927	182.914
161.620	197.811
147.402	192.797
160.522	181.969
147.417	181.892
169.083	193.858
154.410	195.056
156.620	179.899
157.996	180.367
160.813	185.217
159.110	181.374
154.025	190.095
148.910	182.444
145.641	182.911
149.199	193.171
148.959	188.334
141.912	189.583
158.139	186.016
154.202	201.719
147.773	197.534
150.582	193.452
154.163	181.711
163.697	188.661
166.478	212.065
150.572	195.628
157.141	210.616
139.563	191.806
152.961	181.239
155.475	195.304
153.255	183.062
153.391	195.061
151.487	196.267
157.455	178.166
156.756	188.794
154.309	194.796
148.676	182.225
160.821	179.649
149.720	187.97
160.119	199.77
164.991	179.152
152.676	176.792
159.153	189.669
150.021	178.539
148.721	184.579
158.585	182.956
160.012	185.498
163.695	177.696
150.731	175.993
151.598	186.723
163.152	183.35
164.148	175.790
145.620	188.265
160.125	182.306
155.817	186.136
144.968	188.703
155.740	195.686
150.650	189.713
152.873	182.373
152.257	170.687
170.745	186.252
158.183	185.434
160.608	179.938
161.058	180.625
150.764	197.726
143.510	197.76
151.176	183.657
160.319	177.429
161.117	190.019
160.785	185.402
175.597	194.188
163.961	192.968
148.191	191.493
148.523	184.766
164.417	186.276
156.741	176.105
166.467	172.907
175.244	181.495
150.071	187.35
153.849	192.718
161.172	198.647
159.366	201.561
154.549	201.539
157.313	200.024
151.277	185.214
149.975	197.901
151.421	198.504
173.432	207.371
167.086	202.703
162.092	176.793
167.871	198.648
156.723	189.161
173.883	198.513
169.054	196.525
180.566	188.937
176.477	199.181
176.197	200.468
164.938	201.68
164.790	184.673
163.179	205.557
151.017	186.834
161.512	187.9
166.249	188.573
173.999	181.564
175.001	191.519
162.318	190.837
159.454	188.405
164.797	187.618
161.282	187.658
171.384	196.005
162.058	194.686
162.046	187.85
181.278	191.098
169.810	197.55
178.288	201.855
165.192	195.48
148.751	184.947
173.026	188.745
172.679	179.139
170.218	186.443
161.434	184.113
163.850	190.907
178.791	203.963
171.120	191.65
172.883	195.032
164.590	192.467
186.546	195.385
203.603	190.229
179.587	186.673
183.711	208.416
176.433	209.484
208.591	194.728
179.288	205.793
190.564	206.505
220.223	187.2
208.033	213.533
192.133	181.337
198.252	203.056
186.962	195.147
186.967	206.189
189.393	199.832
178.644	202.054
195.4	201.461
178.880	195.25
196.723	190.176
196.787	197.338
192.087	186.711
183.817	191.624
191.058	194.345
197.983	216.08
179.009	199.877
189.205	197.425
189.529	201.195
185.518	187.035
176.039	188.373
215.207	204.878
216.106	194.933
213.116	187.221
206.737	184.355
224.321	201.212
217.969	194.859
218.21	203.273
246.896	188.138
233.258	187.141
248.058	196.184
228.345	193.736
245.734	189.624
224.087	203.732
199.309	183.802
221.806	189.425
197.769	190.215
236.834	193.433
223.7	195.883
225.465	195.293
182.372	173.911
219.614	184.248
203.919	227.083
198.504	182.132
216.058	200.498
228.657	196.899
240.27	208.688
250.252	188.67
223.713	193.165
223.154	201.949
223.225	194.025
236.511	194.225
206.784	199.039
209.543	175.748
205.411	175.550
236.236	175.038
220.218	179.356
226.139	176.385
233.62	186.355
208.978	174.709
199.035	178.404
178.864	176.021
171.417	172.498
184.889	184.044
192.931	187.214
207.79	179.527
198.582	178.425
179.199	199.521
170.291	191.975
188.575	182.877
183.139	174.458
177.313	177.292
190.391	176.087
172.087	184.888
160.987	171.984
160.551	174.191
169.521	179.788
180.151	175.244
174.398	182.863
176.415	186.144
159.212	177.040
156.994	182.842
173.039	194.317
168.435	179.392
156.315	166.207
168.528	175.802
172.403	166.997
181.263	178.132
165.396	162.315
161.601	179.552
168.607	182.001
159.995	189.805
180.838	174.994
165.810	188.099
169.049	171.460
158.742	184.116
164.241	171.642
152.491	173.670
164.432	192.905
165.275	189.128
166.649	191.52
157.592	194.848
166.042	180.954
151.936	179.768
168.894	190.308
155.276	183.468
147.927	187.593
165.967	184.392
159.874	195.05
168.233	189.908
172.946	182.783
165.049	188.744
176.046	192.883
160.619	176.334
172.873	180.544
155.444	182.656
158.993	181.668
159.044	174.720
152.994	178.998
159.292	178.288
152.195	183.478
146.262	181.129
164.386	171.897
162.741	170.401
170.317	181.814
161.738	170.388
154.281	195.118
164.046	182.047
165.205	181.447
167.533	183.073
191.459	173.340
152.294	179.260
141.449	183.864
153.328	169.724
152.591	178.979
163.929	193.532
160.983	184.819
158.176	182.807
170.263	175.359
161.270	187.864
153.186	184.851
181.941	185.511
180.81	195.749
168.043	179.822
163.540	188.287
168.600	187.928
155.886	177.267
159.884	186.387
151.942	184.521
177.282	196.547
172.526	176.463
176.786	194.285
165.904	194.662
153.954	194.363
169.663	198.615
164.822	184.934
148.289	187.277
169.671	189.855
155.846	194.476
151.141	181.199
165.475	186.224
159.180	177.482
175.875	186.201
185.304	184.562
169.053	181.796
173.915	178.111
171.137	202.084
